
2021-03-21 17:50:38.503578 :  Saved <guessing-game> successfully. at 37 - searchVocabulary - /Users/truongthuan/Develop/python/blog/dictionary/search.py
2021-03-21 17:50:50.261566 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x1046fbc40>: Failed to establish a new connection: [Errno 61] Connection refused'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:50:50.570201 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x104704430>: Failed to establish a new connection: [Errno 61] Connection refused'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:50:50.877574 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x104704be0>: Failed to establish a new connection: [Errno 61] Connection refused'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:50:51.183922 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x10470b3d0>: Failed to establish a new connection: [Errno 61] Connection refused'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:50:51.446495 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x10470bb80>: Failed to establish a new connection: [Errno 61] Connection refused'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:50:51.714171 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x104719370>: Failed to establish a new connection: [Errno 61] Connection refused'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:51:08.721296 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x10470b1c0>, 'Connection to 159.65.69.186 timed out. (connect timeout=17)')) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:51:09.299685 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:51:09.609847 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:51:09.939128 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:51:10.295494 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:51:10.606575 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
